#
# IDN Table for Korean
# Copyright 2015 CentralNic Ltd
#
# Table ID: ko
# Table type: Language
# Version: 1.0
# Published: 2011-05-12
# Referral URL: https://www.centralnic.com
#
# Policy Statement:
#
# No remarks.
#

U+ADC0 # 귀 HANGUL SYLLABLE GWI
U+ADC1 # 귁 HANGUL SYLLABLE GWIG
U+ADC2 # 귂 HANGUL SYLLABLE GWIGG
U+ADC3 # 귃 HANGUL SYLLABLE GWIGS
U+ADC4 # 귄 HANGUL SYLLABLE GWIN
U+ADC5 # 귅 HANGUL SYLLABLE GWINJ
U+ADC6 # 귆 HANGUL SYLLABLE GWINH
U+ADC7 # 귇 HANGUL SYLLABLE GWID
U+ADC8 # 귈 HANGUL SYLLABLE GWIL
U+ADC9 # 귉 HANGUL SYLLABLE GWILG
U+ADCA # 귊 HANGUL SYLLABLE GWILM
U+ADCB # 귋 HANGUL SYLLABLE GWILB
U+ADCC # 귌 HANGUL SYLLABLE GWILS
U+ADCD # 귍 HANGUL SYLLABLE GWILT
U+ADCE # 귎 HANGUL SYLLABLE GWILP
U+ADCF # 귏 HANGUL SYLLABLE GWILH
U+ADD0 # 귐 HANGUL SYLLABLE GWIM
U+ADD1 # 귑 HANGUL SYLLABLE GWIB
U+ADD2 # 귒 HANGUL SYLLABLE GWIBS
U+ADD3 # 귓 HANGUL SYLLABLE GWIS
U+ADD4 # 귔 HANGUL SYLLABLE GWISS
U+ADD5 # 귕 HANGUL SYLLABLE GWING
U+ADD6 # 귖 HANGUL SYLLABLE GWIJ
U+ADD7 # 귗 HANGUL SYLLABLE GWIC
U+ADD8 # 귘 HANGUL SYLLABLE GWIK
U+ADD9 # 귙 HANGUL SYLLABLE GWIT
U+ADDA # 귚 HANGUL SYLLABLE GWIP
U+ADDB # 귛 HANGUL SYLLABLE GWIH
U+ADDC # 규 HANGUL SYLLABLE GYU
U+ADDD # 귝 HANGUL SYLLABLE GYUG
U+ADDE # 귞 HANGUL SYLLABLE GYUGG
U+ADDF # 귟 HANGUL SYLLABLE GYUGS
U+ADE0 # 균 HANGUL SYLLABLE GYUN
U+ADE1 # 귡 HANGUL SYLLABLE GYUNJ
U+ADE2 # 귢 HANGUL SYLLABLE GYUNH
U+ADE3 # 귣 HANGUL SYLLABLE GYUD
U+ADE4 # 귤 HANGUL SYLLABLE GYUL
U+ADE5 # 귥 HANGUL SYLLABLE GYULG
U+ADE6 # 귦 HANGUL SYLLABLE GYULM
U+ADE7 # 귧 HANGUL SYLLABLE GYULB
U+ADE8 # 귨 HANGUL SYLLABLE GYULS
U+ADE9 # 귩 HANGUL SYLLABLE GYULT
U+ADEA # 귪 HANGUL SYLLABLE GYULP
U+ADEB # 귫 HANGUL SYLLABLE GYULH
U+ADEC # 귬 HANGUL SYLLABLE GYUM
U+ADED # 귭 HANGUL SYLLABLE GYUB
U+ADEE # 귮 HANGUL SYLLABLE GYUBS
U+ADEF # 귯 HANGUL SYLLABLE GYUS
U+ADF0 # 귰 HANGUL SYLLABLE GYUSS
U+ADF1 # 귱 HANGUL SYLLABLE GYUNG
U+ADF2 # 귲 HANGUL SYLLABLE GYUJ
U+ADF3 # 귳 HANGUL SYLLABLE GYUC
U+ADF4 # 귴 HANGUL SYLLABLE GYUK
U+ADF5 # 귵 HANGUL SYLLABLE GYUT
U+ADF6 # 귶 HANGUL SYLLABLE GYUP
U+ADF7 # 귷 HANGUL SYLLABLE GYUH
U+ADF8 # 그 HANGUL SYLLABLE GEU
U+ADF9 # 극 HANGUL SYLLABLE GEUG
U+ADFA # 귺 HANGUL SYLLABLE GEUGG
U+ADFB # 귻 HANGUL SYLLABLE GEUGS
U+ADFC # 근 HANGUL SYLLABLE GEUN
U+ADFD # 귽 HANGUL SYLLABLE GEUNJ
U+ADFE # 귾 HANGUL SYLLABLE GEUNH
U+ADFF # 귿 HANGUL SYLLABLE GEUD
U+AE00 # 글 HANGUL SYLLABLE GEUL
U+AE01 # 긁 HANGUL SYLLABLE GEULG
U+AE02 # 긂 HANGUL SYLLABLE GEULM
U+AE03 # 긃 HANGUL SYLLABLE GEULB
U+AE04 # 긄 HANGUL SYLLABLE GEULS
U+AE05 # 긅 HANGUL SYLLABLE GEULT
U+AE06 # 긆 HANGUL SYLLABLE GEULP
U+AE07 # 긇 HANGUL SYLLABLE GEULH
U+AE08 # 금 HANGUL SYLLABLE GEUM
U+AE09 # 급 HANGUL SYLLABLE GEUB
U+AE0A # 긊 HANGUL SYLLABLE GEUBS
U+AE0B # 긋 HANGUL SYLLABLE GEUS
U+AE0C # 긌 HANGUL SYLLABLE GEUSS
U+AE0D # 긍 HANGUL SYLLABLE GEUNG
U+AE0E # 긎 HANGUL SYLLABLE GEUJ
U+AE0F # 긏 HANGUL SYLLABLE GEUC
U+AE10 # 긐 HANGUL SYLLABLE GEUK
U+AE11 # 긑 HANGUL SYLLABLE GEUT
U+AE12 # 긒 HANGUL SYLLABLE GEUP
U+AE13 # 긓 HANGUL SYLLABLE GEUH
U+AE14 # 긔 HANGUL SYLLABLE GYI
U+AE15 # 긕 HANGUL SYLLABLE GYIG
U+AE16 # 긖 HANGUL SYLLABLE GYIGG
U+AE17 # 긗 HANGUL SYLLABLE GYIGS
U+AE18 # 긘 HANGUL SYLLABLE GYIN
U+AE19 # 긙 HANGUL SYLLABLE GYINJ
U+AE1A # 긚 HANGUL SYLLABLE GYINH
U+AE1B # 긛 HANGUL SYLLABLE GYID
U+AE1C # 긜 HANGUL SYLLABLE GYIL
U+AE1D # 긝 HANGUL SYLLABLE GYILG
U+AE1E # 긞 HANGUL SYLLABLE GYILM
U+AE1F # 긟 HANGUL SYLLABLE GYILB
U+AE20 # 긠 HANGUL SYLLABLE GYILS
U+AE21 # 긡 HANGUL SYLLABLE GYILT
U+AE22 # 긢 HANGUL SYLLABLE GYILP
U+AE23 # 긣 HANGUL SYLLABLE GYILH
U+AE24 # 긤 HANGUL SYLLABLE GYIM
U+AE25 # 긥 HANGUL SYLLABLE GYIB
U+AE26 # 긦 HANGUL SYLLABLE GYIBS
U+AE27 # 긧 HANGUL SYLLABLE GYIS
U+AE28 # 긨 HANGUL SYLLABLE GYISS
U+AE29 # 긩 HANGUL SYLLABLE GYING
U+AE2A # 긪 HANGUL SYLLABLE GYIJ
U+AE2B # 긫 HANGUL SYLLABLE GYIC
U+AE2C # 긬 HANGUL SYLLABLE GYIK
U+AE2D # 긭 HANGUL SYLLABLE GYIT
U+AE2E # 긮 HANGUL SYLLABLE GYIP
U+AE2F # 긯 HANGUL SYLLABLE GYIH
U+AE30 # 기 HANGUL SYLLABLE GI
U+AE31 # 긱 HANGUL SYLLABLE GIG
U+AE32 # 긲 HANGUL SYLLABLE GIGG
U+AE33 # 긳 HANGUL SYLLABLE GIGS
U+AE34 # 긴 HANGUL SYLLABLE GIN
U+AE35 # 긵 HANGUL SYLLABLE GINJ
U+AE36 # 긶 HANGUL SYLLABLE GINH
U+AE37 # 긷 HANGUL SYLLABLE GID
U+AE38 # 길 HANGUL SYLLABLE GIL
U+AE39 # 긹 HANGUL SYLLABLE GILG
U+AE3A # 긺 HANGUL SYLLABLE GILM
U+AE3B # 긻 HANGUL SYLLABLE GILB
U+AE3C # 긼 HANGUL SYLLABLE GILS
U+AE3D # 긽 HANGUL SYLLABLE GILT
U+AE3E # 긾 HANGUL SYLLABLE GILP
U+AE3F # 긿 HANGUL SYLLABLE GILH
U+AE40 # 김 HANGUL SYLLABLE GIM
U+AE41 # 깁 HANGUL SYLLABLE GIB
U+AE42 # 깂 HANGUL SYLLABLE GIBS
U+AE43 # 깃 HANGUL SYLLABLE GIS
U+AE44 # 깄 HANGUL SYLLABLE GISS
U+AE45 # 깅 HANGUL SYLLABLE GING
U+AE46 # 깆 HANGUL SYLLABLE GIJ
U+AE47 # 깇 HANGUL SYLLABLE GIC
U+AE48 # 깈 HANGUL SYLLABLE GIK
U+AE49 # 깉 HANGUL SYLLABLE GIT
U+AE4A # 깊 HANGUL SYLLABLE GIP
U+AE4B # 깋 HANGUL SYLLABLE GIH
U+AE4C # 까 HANGUL SYLLABLE GGA
U+AE4D # 깍 HANGUL SYLLABLE GGAG
U+AE4E # 깎 HANGUL SYLLABLE GGAGG
U+AE4F # 깏 HANGUL SYLLABLE GGAGS
U+AE50 # 깐 HANGUL SYLLABLE GGAN
U+AE51 # 깑 HANGUL SYLLABLE GGANJ
U+AE52 # 깒 HANGUL SYLLABLE GGANH
U+AE53 # 깓 HANGUL SYLLABLE GGAD
U+AE54 # 깔 HANGUL SYLLABLE GGAL
U+AE55 # 깕 HANGUL SYLLABLE GGALG
U+AE56 # 깖 HANGUL SYLLABLE GGALM
U+AE57 # 깗 HANGUL SYLLABLE GGALB
U+AE58 # 깘 HANGUL SYLLABLE GGALS
U+AE59 # 깙 HANGUL SYLLABLE GGALT
U+AE5A # 깚 HANGUL SYLLABLE GGALP
U+AE5B # 깛 HANGUL SYLLABLE GGALH
U+AE5C # 깜 HANGUL SYLLABLE GGAM
U+AE5D # 깝 HANGUL SYLLABLE GGAB
U+AE5E # 깞 HANGUL SYLLABLE GGABS
U+AE5F # 깟 HANGUL SYLLABLE GGAS
U+AE60 # 깠 HANGUL SYLLABLE GGASS
U+AE61 # 깡 HANGUL SYLLABLE GGANG
U+AE62 # 깢 HANGUL SYLLABLE GGAJ
U+AE63 # 깣 HANGUL SYLLABLE GGAC
U+AE64 # 깤 HANGUL SYLLABLE GGAK
U+AE65 # 깥 HANGUL SYLLABLE GGAT
U+AE66 # 깦 HANGUL SYLLABLE GGAP
U+AE67 # 깧 HANGUL SYLLABLE GGAH
U+AE68 # 깨 HANGUL SYLLABLE GGAE
U+AE69 # 깩 HANGUL SYLLABLE GGAEG
U+AE6A # 깪 HANGUL SYLLABLE GGAEGG
U+AE6B # 깫 HANGUL SYLLABLE GGAEGS
U+AE6C # 깬 HANGUL SYLLABLE GGAEN
U+AE6D # 깭 HANGUL SYLLABLE GGAENJ
U+AE6E # 깮 HANGUL SYLLABLE GGAENH
U+AE6F # 깯 HANGUL SYLLABLE GGAED
U+AE70 # 깰 HANGUL SYLLABLE GGAEL
U+AE71 # 깱 HANGUL SYLLABLE GGAELG
U+AE72 # 깲 HANGUL SYLLABLE GGAELM
U+AE73 # 깳 HANGUL SYLLABLE GGAELB
U+AE74 # 깴 HANGUL SYLLABLE GGAELS
U+AE75 # 깵 HANGUL SYLLABLE GGAELT
U+AE76 # 깶 HANGUL SYLLABLE GGAELP
U+AE77 # 깷 HANGUL SYLLABLE GGAELH
U+AE78 # 깸 HANGUL SYLLABLE GGAEM
U+AE79 # 깹 HANGUL SYLLABLE GGAEB
U+AE7A # 깺 HANGUL SYLLABLE GGAEBS
U+AE7B # 깻 HANGUL SYLLABLE GGAES
U+AE7C # 깼 HANGUL SYLLABLE GGAESS
U+AE7D # 깽 HANGUL SYLLABLE GGAENG
U+AE7E # 깾 HANGUL SYLLABLE GGAEJ
U+AE7F # 깿 HANGUL SYLLABLE GGAEC
U+AE80 # 꺀 HANGUL SYLLABLE GGAEK
U+AE81 # 꺁 HANGUL SYLLABLE GGAET
U+AE82 # 꺂 HANGUL SYLLABLE GGAEP
U+AE83 # 꺃 HANGUL SYLLABLE GGAEH
U+AE84 # 꺄 HANGUL SYLLABLE GGYA
U+AE85 # 꺅 HANGUL SYLLABLE GGYAG
U+AE86 # 꺆 HANGUL SYLLABLE GGYAGG
U+AE87 # 꺇 HANGUL SYLLABLE GGYAGS
U+AE88 # 꺈 HANGUL SYLLABLE GGYAN
U+AE89 # 꺉 HANGUL SYLLABLE GGYANJ
U+AE8A # 꺊 HANGUL SYLLABLE GGYANH
U+AE8B # 꺋 HANGUL SYLLABLE GGYAD
U+AE8C # 꺌 HANGUL SYLLABLE GGYAL
U+AE8D # 꺍 HANGUL SYLLABLE GGYALG
U+AE8E # 꺎 HANGUL SYLLABLE GGYALM
U+AE8F # 꺏 HANGUL SYLLABLE GGYALB
U+AE90 # 꺐 HANGUL SYLLABLE GGYALS
U+AE91 # 꺑 HANGUL SYLLABLE GGYALT
U+AE92 # 꺒 HANGUL SYLLABLE GGYALP
U+AE93 # 꺓 HANGUL SYLLABLE GGYALH
U+AE94 # 꺔 HANGUL SYLLABLE GGYAM
U+AE95 # 꺕 HANGUL SYLLABLE GGYAB
U+AE96 # 꺖 HANGUL SYLLABLE GGYABS
U+AE97 # 꺗 HANGUL SYLLABLE GGYAS
U+AE98 # 꺘 HANGUL SYLLABLE GGYASS
U+AE99 # 꺙 HANGUL SYLLABLE GGYANG
U+AE9A # 꺚 HANGUL SYLLABLE GGYAJ
U+AE9B # 꺛 HANGUL SYLLABLE GGYAC
U+AE9C # 꺜 HANGUL SYLLABLE GGYAK
U+AE9D # 꺝 HANGUL SYLLABLE GGYAT
U+AE9E # 꺞 HANGUL SYLLABLE GGYAP
U+AE9F # 꺟 HANGUL SYLLABLE GGYAH
U+AEA0 # 꺠 HANGUL SYLLABLE GGYAE
U+AEA1 # 꺡 HANGUL SYLLABLE GGYAEG
U+AEA2 # 꺢 HANGUL SYLLABLE GGYAEGG
U+AEA3 # 꺣 HANGUL SYLLABLE GGYAEGS
U+AEA4 # 꺤 HANGUL SYLLABLE GGYAEN
U+AEA5 # 꺥 HANGUL SYLLABLE GGYAENJ
U+AEA6 # 꺦 HANGUL SYLLABLE GGYAENH
U+AEA7 # 꺧 HANGUL SYLLABLE GGYAED
U+AEA8 # 꺨 HANGUL SYLLABLE GGYAEL
U+AEA9 # 꺩 HANGUL SYLLABLE GGYAELG
U+AEAA # 꺪 HANGUL SYLLABLE GGYAELM
U+AEAB # 꺫 HANGUL SYLLABLE GGYAELB
U+AEAC # 꺬 HANGUL SYLLABLE GGYAELS
U+AEAD # 꺭 HANGUL SYLLABLE GGYAELT
U+AEAE # 꺮 HANGUL SYLLABLE GGYAELP
U+AEAF # 꺯 HANGUL SYLLABLE GGYAELH
U+AEB0 # 꺰 HANGUL SYLLABLE GGYAEM
U+AEB1 # 꺱 HANGUL SYLLABLE GGYAEB
U+AEB2 # 꺲 HANGUL SYLLABLE GGYAEBS
U+AEB3 # 꺳 HANGUL SYLLABLE GGYAES
U+AEB4 # 꺴 HANGUL SYLLABLE GGYAESS
U+AEB5 # 꺵 HANGUL SYLLABLE GGYAENG
U+AEB6 # 꺶 HANGUL SYLLABLE GGYAEJ
U+AEB7 # 꺷 HANGUL SYLLABLE GGYAEC
U+AEB8 # 꺸 HANGUL SYLLABLE GGYAEK
U+AEB9 # 꺹 HANGUL SYLLABLE GGYAET
U+AEBA # 꺺 HANGUL SYLLABLE GGYAEP
U+AEBB # 꺻 HANGUL SYLLABLE GGYAEH
U+AEBC # 꺼 HANGUL SYLLABLE GGEO
U+AEBD # 꺽 HANGUL SYLLABLE GGEOG
U+AEBE # 꺾 HANGUL SYLLABLE GGEOGG
U+AEBF # 꺿 HANGUL SYLLABLE GGEOGS
U+AEC0 # 껀 HANGUL SYLLABLE GGEON
U+AEC1 # 껁 HANGUL SYLLABLE GGEONJ
U+AEC2 # 껂 HANGUL SYLLABLE GGEONH
U+AEC3 # 껃 HANGUL SYLLABLE GGEOD
U+AEC4 # 껄 HANGUL SYLLABLE GGEOL
U+AEC5 # 껅 HANGUL SYLLABLE GGEOLG
U+AEC6 # 껆 HANGUL SYLLABLE GGEOLM
U+AEC7 # 껇 HANGUL SYLLABLE GGEOLB
U+AEC8 # 껈 HANGUL SYLLABLE GGEOLS
U+AEC9 # 껉 HANGUL SYLLABLE GGEOLT
U+AECA # 껊 HANGUL SYLLABLE GGEOLP
U+AECB # 껋 HANGUL SYLLABLE GGEOLH
U+AECC # 껌 HANGUL SYLLABLE GGEOM
U+AECD # 껍 HANGUL SYLLABLE GGEOB
U+AECE # 껎 HANGUL SYLLABLE GGEOBS
U+AECF # 껏 HANGUL SYLLABLE GGEOS
U+AED0 # 껐 HANGUL SYLLABLE GGEOSS
U+AED1 # 껑 HANGUL SYLLABLE GGEONG
U+AED2 # 껒 HANGUL SYLLABLE GGEOJ
U+AED3 # 껓 HANGUL SYLLABLE GGEOC
U+AED4 # 껔 HANGUL SYLLABLE GGEOK
U+AED5 # 껕 HANGUL SYLLABLE GGEOT
U+AED6 # 껖 HANGUL SYLLABLE GGEOP
U+AED7 # 껗 HANGUL SYLLABLE GGEOH
U+AED8 # 께 HANGUL SYLLABLE GGE
U+AED9 # 껙 HANGUL SYLLABLE GGEG
U+AEDA # 껚 HANGUL SYLLABLE GGEGG
U+AEDB # 껛 HANGUL SYLLABLE GGEGS
U+AEDC # 껜 HANGUL SYLLABLE GGEN
U+AEDD # 껝 HANGUL SYLLABLE GGENJ
U+AEDE # 껞 HANGUL SYLLABLE GGENH
U+AEDF # 껟 HANGUL SYLLABLE GGED
U+AEE0 # 껠 HANGUL SYLLABLE GGEL
U+AEE1 # 껡 HANGUL SYLLABLE GGELG
U+AEE2 # 껢 HANGUL SYLLABLE GGELM
U+AEE3 # 껣 HANGUL SYLLABLE GGELB
U+AEE4 # 껤 HANGUL SYLLABLE GGELS
U+AEE5 # 껥 HANGUL SYLLABLE GGELT
U+AEE6 # 껦 HANGUL SYLLABLE GGELP
U+AEE7 # 껧 HANGUL SYLLABLE GGELH
U+AEE8 # 껨 HANGUL SYLLABLE GGEM
U+AEE9 # 껩 HANGUL SYLLABLE GGEB
U+AEEA # 껪 HANGUL SYLLABLE GGEBS
U+AEEB # 껫 HANGUL SYLLABLE GGES
U+AEEC # 껬 HANGUL SYLLABLE GGESS
U+AEED # 껭 HANGUL SYLLABLE GGENG
U+AEEE # 껮 HANGUL SYLLABLE GGEJ
U+AEEF # 껯 HANGUL SYLLABLE GGEC
U+AEF0 # 껰 HANGUL SYLLABLE GGEK
U+AEF1 # 껱 HANGUL SYLLABLE GGET
U+AEF2 # 껲 HANGUL SYLLABLE GGEP
U+AEF3 # 껳 HANGUL SYLLABLE GGEH
U+AEF4 # 껴 HANGUL SYLLABLE GGYEO
U+AEF5 # 껵 HANGUL SYLLABLE GGYEOG
U+AEF6 # 껶 HANGUL SYLLABLE GGYEOGG
U+AEF7 # 껷 HANGUL SYLLABLE GGYEOGS
U+AEF8 # 껸 HANGUL SYLLABLE GGYEON
U+AEF9 # 껹 HANGUL SYLLABLE GGYEONJ
U+AEFA # 껺 HANGUL SYLLABLE GGYEONH
U+AEFB # 껻 HANGUL SYLLABLE GGYEOD
U+AEFC # 껼 HANGUL SYLLABLE GGYEOL
U+AEFD # 껽 HANGUL SYLLABLE GGYEOLG
U+AEFE # 껾 HANGUL SYLLABLE GGYEOLM
U+AEFF # 껿 HANGUL SYLLABLE GGYEOLB
U+AF00 # 꼀 HANGUL SYLLABLE GGYEOLS
U+AF01 # 꼁 HANGUL SYLLABLE GGYEOLT
U+AF02 # 꼂 HANGUL SYLLABLE GGYEOLP
U+AF03 # 꼃 HANGUL SYLLABLE GGYEOLH
U+AF04 # 꼄 HANGUL SYLLABLE GGYEOM
U+AF05 # 꼅 HANGUL SYLLABLE GGYEOB
U+AF06 # 꼆 HANGUL SYLLABLE GGYEOBS
U+AF07 # 꼇 HANGUL SYLLABLE GGYEOS
U+AF08 # 꼈 HANGUL SYLLABLE GGYEOSS
U+AF09 # 꼉 HANGUL SYLLABLE GGYEONG
U+AF0A # 꼊 HANGUL SYLLABLE GGYEOJ
U+AF0B # 꼋 HANGUL SYLLABLE GGYEOC
U+AF0C # 꼌 HANGUL SYLLABLE GGYEOK
U+AF0D # 꼍 HANGUL SYLLABLE GGYEOT
U+AF0E # 꼎 HANGUL SYLLABLE GGYEOP
U+AF0F # 꼏 HANGUL SYLLABLE GGYEOH
U+AF10 # 꼐 HANGUL SYLLABLE GGYE
U+AF11 # 꼑 HANGUL SYLLABLE GGYEG
U+AF12 # 꼒 HANGUL SYLLABLE GGYEGG
U+AF13 # 꼓 HANGUL SYLLABLE GGYEGS
U+AF14 # 꼔 HANGUL SYLLABLE GGYEN
U+AF15 # 꼕 HANGUL SYLLABLE GGYENJ
U+AF16 # 꼖 HANGUL SYLLABLE GGYENH
U+AF17 # 꼗 HANGUL SYLLABLE GGYED
U+AF18 # 꼘 HANGUL SYLLABLE GGYEL
U+AF19 # 꼙 HANGUL SYLLABLE GGYELG
U+AF1A # 꼚 HANGUL SYLLABLE GGYELM
U+AF1B # 꼛 HANGUL SYLLABLE GGYELB
U+AF1C # 꼜 HANGUL SYLLABLE GGYELS
U+AF1D # 꼝 HANGUL SYLLABLE GGYELT
U+AF1E # 꼞 HANGUL SYLLABLE GGYELP
U+AF1F # 꼟 HANGUL SYLLABLE GGYELH
U+AF20 # 꼠 HANGUL SYLLABLE GGYEM
U+AF21 # 꼡 HANGUL SYLLABLE GGYEB
U+AF22 # 꼢 HANGUL SYLLABLE GGYEBS
U+AF23 # 꼣 HANGUL SYLLABLE GGYES
U+AF24 # 꼤 HANGUL SYLLABLE GGYESS
U+AF25 # 꼥 HANGUL SYLLABLE GGYENG
U+AF26 # 꼦 HANGUL SYLLABLE GGYEJ
U+AF27 # 꼧 HANGUL SYLLABLE GGYEC
U+AF28 # 꼨 HANGUL SYLLABLE GGYEK
U+AF29 # 꼩 HANGUL SYLLABLE GGYET
U+AF2A # 꼪 HANGUL SYLLABLE GGYEP
U+AF2B # 꼫 HANGUL SYLLABLE GGYEH
U+AF2C # 꼬 HANGUL SYLLABLE GGO
U+AF2D # 꼭 HANGUL SYLLABLE GGOG
U+AF2E # 꼮 HANGUL SYLLABLE GGOGG
U+AF2F # 꼯 HANGUL SYLLABLE GGOGS
U+AF30 # 꼰 HANGUL SYLLABLE GGON
U+AF31 # 꼱 HANGUL SYLLABLE GGONJ
U+AF32 # 꼲 HANGUL SYLLABLE GGONH
U+AF33 # 꼳 HANGUL SYLLABLE GGOD
U+AF34 # 꼴 HANGUL SYLLABLE GGOL
U+AF35 # 꼵 HANGUL SYLLABLE GGOLG
U+AF36 # 꼶 HANGUL SYLLABLE GGOLM
U+AF37 # 꼷 HANGUL SYLLABLE GGOLB
U+AF38 # 꼸 HANGUL SYLLABLE GGOLS
U+AF39 # 꼹 HANGUL SYLLABLE GGOLT
U+AF3A # 꼺 HANGUL SYLLABLE GGOLP
U+AF3B # 꼻 HANGUL SYLLABLE GGOLH
U+AF3C # 꼼 HANGUL SYLLABLE GGOM
U+AF3D # 꼽 HANGUL SYLLABLE GGOB
U+AF3E # 꼾 HANGUL SYLLABLE GGOBS
U+AF3F # 꼿 HANGUL SYLLABLE GGOS
U+AF40 # 꽀 HANGUL SYLLABLE GGOSS
U+AF41 # 꽁 HANGUL SYLLABLE GGONG
U+AF42 # 꽂 HANGUL SYLLABLE GGOJ
U+AF43 # 꽃 HANGUL SYLLABLE GGOC
U+AF44 # 꽄 HANGUL SYLLABLE GGOK
U+AF45 # 꽅 HANGUL SYLLABLE GGOT
U+AF46 # 꽆 HANGUL SYLLABLE GGOP
U+AF47 # 꽇 HANGUL SYLLABLE GGOH
U+AF48 # 꽈 HANGUL SYLLABLE GGWA
U+AF49 # 꽉 HANGUL SYLLABLE GGWAG
U+AF4A # 꽊 HANGUL SYLLABLE GGWAGG
U+AF4B # 꽋 HANGUL SYLLABLE GGWAGS
U+AF4C # 꽌 HANGUL SYLLABLE GGWAN
U+AF4D # 꽍 HANGUL SYLLABLE GGWANJ
U+AF4E # 꽎 HANGUL SYLLABLE GGWANH
U+AF4F # 꽏 HANGUL SYLLABLE GGWAD
U+AF50 # 꽐 HANGUL SYLLABLE GGWAL
U+AF51 # 꽑 HANGUL SYLLABLE GGWALG
U+AF52 # 꽒 HANGUL SYLLABLE GGWALM
U+AF53 # 꽓 HANGUL SYLLABLE GGWALB
U+AF54 # 꽔 HANGUL SYLLABLE GGWALS
U+AF55 # 꽕 HANGUL SYLLABLE GGWALT
U+AF56 # 꽖 HANGUL SYLLABLE GGWALP
U+AF57 # 꽗 HANGUL SYLLABLE GGWALH
U+AF58 # 꽘 HANGUL SYLLABLE GGWAM
U+AF59 # 꽙 HANGUL SYLLABLE GGWAB
U+AF5A # 꽚 HANGUL SYLLABLE GGWABS
U+AF5B # 꽛 HANGUL SYLLABLE GGWAS
U+AF5C # 꽜 HANGUL SYLLABLE GGWASS
U+AF5D # 꽝 HANGUL SYLLABLE GGWANG
U+AF5E # 꽞 HANGUL SYLLABLE GGWAJ
U+AF5F # 꽟 HANGUL SYLLABLE GGWAC
U+AF60 # 꽠 HANGUL SYLLABLE GGWAK
U+AF61 # 꽡 HANGUL SYLLABLE GGWAT
U+AF62 # 꽢 HANGUL SYLLABLE GGWAP
U+AF63 # 꽣 HANGUL SYLLABLE GGWAH
U+AF64 # 꽤 HANGUL SYLLABLE GGWAE
U+AF65 # 꽥 HANGUL SYLLABLE GGWAEG
U+AF66 # 꽦 HANGUL SYLLABLE GGWAEGG
U+AF67 # 꽧 HANGUL SYLLABLE GGWAEGS
U+AF68 # 꽨 HANGUL SYLLABLE GGWAEN
U+AF69 # 꽩 HANGUL SYLLABLE GGWAENJ
U+AF6A # 꽪 HANGUL SYLLABLE GGWAENH
U+AF6B # 꽫 HANGUL SYLLABLE GGWAED
U+AF6C # 꽬 HANGUL SYLLABLE GGWAEL
U+AF6D # 꽭 HANGUL SYLLABLE GGWAELG
U+AF6E # 꽮 HANGUL SYLLABLE GGWAELM
U+AF6F # 꽯 HANGUL SYLLABLE GGWAELB
U+AF70 # 꽰 HANGUL SYLLABLE GGWAELS
U+AF71 # 꽱 HANGUL SYLLABLE GGWAELT
U+AF72 # 꽲 HANGUL SYLLABLE GGWAELP
U+AF73 # 꽳 HANGUL SYLLABLE GGWAELH
U+AF74 # 꽴 HANGUL SYLLABLE GGWAEM
U+AF75 # 꽵 HANGUL SYLLABLE GGWAEB
U+AF76 # 꽶 HANGUL SYLLABLE GGWAEBS
U+AF77 # 꽷 HANGUL SYLLABLE GGWAES
U+AF78 # 꽸 HANGUL SYLLABLE GGWAESS
U+AF79 # 꽹 HANGUL SYLLABLE GGWAENG
U+AF7A # 꽺 HANGUL SYLLABLE GGWAEJ
U+AF7B # 꽻 HANGUL SYLLABLE GGWAEC
U+AF7C # 꽼 HANGUL SYLLABLE GGWAEK
U+AF7D # 꽽 HANGUL SYLLABLE GGWAET
U+AF7E # 꽾 HANGUL SYLLABLE GGWAEP
U+AF7F # 꽿 HANGUL SYLLABLE GGWAEH
U+AF80 # 꾀 HANGUL SYLLABLE GGOE
U+AF81 # 꾁 HANGUL SYLLABLE GGOEG
U+AF82 # 꾂 HANGUL SYLLABLE GGOEGG
U+AF83 # 꾃 HANGUL SYLLABLE GGOEGS
U+AF84 # 꾄 HANGUL SYLLABLE GGOEN
U+AF85 # 꾅 HANGUL SYLLABLE GGOENJ
U+AF86 # 꾆 HANGUL SYLLABLE GGOENH
U+AF87 # 꾇 HANGUL SYLLABLE GGOED
U+AF88 # 꾈 HANGUL SYLLABLE GGOEL
U+AF89 # 꾉 HANGUL SYLLABLE GGOELG
U+AF8A # 꾊 HANGUL SYLLABLE GGOELM
U+AF8B # 꾋 HANGUL SYLLABLE GGOELB
U+AF8C # 꾌 HANGUL SYLLABLE GGOELS
U+AF8D # 꾍 HANGUL SYLLABLE GGOELT
U+AF8E # 꾎 HANGUL SYLLABLE GGOELP
U+AF8F # 꾏 HANGUL SYLLABLE GGOELH
U+AF90 # 꾐 HANGUL SYLLABLE GGOEM
U+AF91 # 꾑 HANGUL SYLLABLE GGOEB
U+AF92 # 꾒 HANGUL SYLLABLE GGOEBS
U+AF93 # 꾓 HANGUL SYLLABLE GGOES
U+AF94 # 꾔 HANGUL SYLLABLE GGOESS
U+AF95 # 꾕 HANGUL SYLLABLE GGOENG
U+AF96 # 꾖 HANGUL SYLLABLE GGOEJ
U+AF97 # 꾗 HANGUL SYLLABLE GGOEC
